Name,Rating,Date,Review,Title,Score,Compound,Sentiment
Anil Kumar,3,14-02-2023,use month didn whiting teeth work stains recentlyi stains years,review month,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Placeholder,4,22-02-2023,works tell whiten teeth remove stains use month give result promised,help whiten teeth,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.3612}",0.3612,positive
Mehar Chand Premi,4,27-01-2023,use not find difference toothpaste expensiveseller please buy,not good,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4497}",0.4497,positive
Neetu singh,4,27-12-2022,buy product yellowish tone tooth days use excellent result yellowish tone tooth vanished excellent product tooth whitining,works,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.8395}",0.8395,positive
ýýýýýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýý,1,13-11-2023,totally useless item use days doesn change anything tooth looks exactly doesn change single bit stain main thing product colgate mint flavour think company poured colgate tube brand suggest not buy,useless item,"{'neg': 0.032, 'neu': 0.968, 'pos': 0.0, 'compound': -0.2591}",-0.2591,negative
HARSHIT SHAH,3,02-05-2023,not effective,not effective,"{'neg': 0.581, 'neu': 0.419, 'pos': 0.0, 'compound': -0.4158}",-0.4158,negative
Sanjay B.,2,01-09-2023,claimed significant improvement stains teethnot worth money,see difference teeth stains,"{'neg': 0.227, 'neu': 0.668, 'pos': 0.106, 'compound': -0.2896}",-0.2896,negative
Bhanu,2,04-04-2023,fall prey nothing like claims product claimed countries like us take court false claims turned millionaire claims thanks lethargic indian laws companies enjoy benefits fooling customersoverpriced false claiming productgo regular ones,nothing like claims,"{'neg': 0.112, 'neu': 0.71, 'pos': 0.178, 'compound': 0.7145}",0.7145,positive
Gagandeep Rathi,4,26-02-2023,feel good use paste doesn remove stains advertised,good toothpaste,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.2382}",0.2382,positive
Shah N.,3,12-02-2023,like normal toothpaste not stain removal almost weeks nothing happened yet,ordinary toothpaste,"{'neg': 0.0, 'neu': 0.857, 'pos': 0.143, 'compound': 0.3612}",0.3612,positive
Saurabh bhatnagar,5,13-10-2023,good impact taste also good fresh good,nice,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.875}",0.875,positive
Sheela Joseph,3,08-03-2023,decent toothpaste see whitening effect,see whitening effect,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mannat Kashyap,5,01-07-2023,media not loaded i feel cool cool use recommend order toothpaste really good us teeth always smile shine teeth imp like freshness fresh teeth th,really amazing,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.9392}",0.9392,positive
Tejsingh Rathod,3,16-01-2023,statin come daysflavored good highly recommend buy,buy never see type paste,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.6901}",0.6901,positive
Veena Dwivedi,4,18-01-2023,whitening capacity quite good better option flavour,good product,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.7137}",0.7137,positive
yogesh dadhich,1,30-01-2024,bakwas item,bakwas item,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
sujeet singh,5,16-09-2023,best dental problems gums good taste total package dental oral health,excellent product,"{'neg': 0.13, 'neu': 0.529, 'pos': 0.341, 'compound': 0.6597}",0.6597,positive
Hss142,5,18-09-2023,dentist recommended stains teeth start showing effect within week,dentist recommended,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.2023}",0.2023,positive
Sandip jadhav,5,02-06-2023,experience toothpaste amazing worth buyingit helps remove stains frome teeth days use works claim great choice also affordable check visibile white smile stay smiling,amazing,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.9509}",0.9509,positive
DR GULIA,4,25-02-2023,nice product,good product work,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
Mehernosh B Mistry,5,07-06-2023,base month review ordered second making teeth thicker stronger like breathing new life teeth regards stains also see difference best part use long periods safe,good helpful osmf,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.9042}",0.9042,positive
Dhruvini Parmar,5,08-05-2023,im love product dente useful shown great results within week braces sometimes its brush teeth regular toothpaste cause irritation mouth dente reduce dullness teeth irritation toomust purch,perfect smile,"{'neg': 0.17, 'neu': 0.719, 'pos': 0.111, 'compound': -0.5859}",-0.5859,negative
SUCHITHRA BALIGA B,5,11-08-2023,toothpaste helps stain removal makes teeth whiter compare main stream brands,toothpaste really works,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.3818}",0.3818,positive
Priyanka Karmakar,4,17-01-2023,hai,best,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mohan,4,18-01-2023,answer,good product,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296,negative
namita jain,5,09-08-2023,helped remove stain see visible difference within days use,nice toothpaste,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Dhaneswar Nayak,5,03-07-2023,product recommended friend realize much good things say good taste good qualitya buy,excellent toothpaste,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9182}",0.9182,positive
Hailkar K V,4,05-01-2023,falvor,good teething,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Tejas Darji,2,13-07-2023,expected not worth help teeth cleaning,not much helpful,"{'neg': 0.329, 'neu': 0.671, 'pos': 0.0, 'compound': -0.4449}",-0.4449,negative
nirmala,5,30-05-2023,toothpaste removes stain whiten teeth days highly recommend product also comes shade card check improvement teeth,nice toothpaste,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.6997}",0.6997,positive
Ameena,3,07-01-2023,dislike,product not upto mark,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3818}",-0.3818,negative
Abhishek chhipa,2,23-05-2023,use days didn feel tabacco strain removed teeth totally wasted,not working,"{'neg': 0.199, 'neu': 0.801, 'pos': 0.0, 'compound': -0.6087}",-0.6087,negative
Ravindaranath,5,14-12-2022,dente anti stain expert toothpaste excellent products see difference days use its reduced brown blackish stains teeth first experience lactoferrin base toothpaste its something different normal not reduced stains also reduced sensitivity related problems since start use dente toothpaste happy wi,excellent products coffee addict sensitive,"{'neg': 0.037, 'neu': 0.856, 'pos': 0.106, 'compound': 0.7178}",0.7178,positive
Sandeep Kumar,2,28-06-2023,bakwas hai kuch bhi nhi hota apna paisa barbaad mat karo,not effective,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,5,26-07-2023,really works tried wine sparkles teeth,really good,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}",0.3182,positive
Sandhya S.,5,03-11-2022,regular coffee user stain teeth tried many products stain nothing worked expectation think trying dente antistainexpert use week believe wonder best product delivered promised try product dental stain kyo ki saare daag achhe nahi hote,use days witness miracle,"{'neg': 0.031, 'neu': 0.751, 'pos': 0.218, 'compound': 0.956}",0.956,positive
Kirti GUPTA,5,18-05-2023,purchased dente toothpaste nice good teeth whitening reduces stains withing days worth buy,nice product,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.7996}",0.7996,positive
Erika yadav,5,07-06-2023,helpful ill purchase days toothpaste remove stains whiten teeth like paste,nice toothpaste,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.6801}",0.6801,positive
Vighnesh Gadekar,5,16-06-2023,toothpaste effectively removes teeth stains providing brighter smile happy product results stains strong results vary person person,budget toothpaste,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9325}",0.9325,positive
Gourango Pradhan,5,22-09-2023,slimsoft charcoal toothbrushes since day purchase product continuing use satisfied use toothbrushes quality softness value money cleaning toothbrushes good not able use tooth brush soft slim tooth brush money worth thank read,best toothbrushes,"{'neg': 0.016, 'neu': 0.764, 'pos': 0.219, 'compound': 0.9457}",0.9457,positive
Placeholder,4,24-11-2023,not require review good product colgate,soft good product,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,positive
akash verma,5,15-07-2023,recently purchased colgate slimsoft charcoal manual toothbrush fantastic deal buy free offer toothbrush excellent x slimmer tip bristles providing thorough gentle clean charcoal infused bristles also leave teeth feel fresh clean value money unbeatable bonus receiving toothbrushes price highly recommend colgate slimsoft charcoal manual toothbrush effectiveness affordability great deal,great value money,"{'neg': 0.011, 'neu': 0.658, 'pos': 0.331, 'compound': 0.9868}",0.9868,positive
Harshda,5,24-01-2024,soft father use toothbrushes,softest toothbrush,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Mahesh Kumar agrawal,5,20-10-2023,its soft brush care whole mo,good product quality,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",0.4939,positive
Bijinraj,4,01-11-2023,comfort use,good brushes,"{'neg': 0.0, 'neu': 0.518, 'pos': 0.482, 'compound': 0.4201}",0.4201,positive
Nikhat zama,3,25-10-2023,ok product,expensive,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.4466}",0.4466,positive
prashant,5,18-02-2024,buy wife grandmother love soft feel brush hair satisfied product great purchase,best old age people,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9168}",0.9168,positive
Yash Gupta,4,19-01-2024,toothbrush really soft,soft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
arihant singh,5,04-02-2024,smmoth soft described product info,nice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,5,23-01-2024,perfect toothbrush,perfect toothbrush,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,positive
SouraV,5,13-01-2024,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Nishat saifi,5,05-01-2024,great,nice,"{'neg': 0.0, 'neu': 0.494, 'pos': 0.506, 'compound': 0.6249}",0.6249,positive
Praky,5,26-12-2023,use toothbrush years cleans deep bristles soft usually experience little pain teeth ot old signals time theow old,precise cleaning soft gums,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.4601}",-0.4601,negative
Selendra singh,5,25-12-2023,good always use product,toothbrush,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
ABHINAV JHA,4,23-10-2023,love tooth brush use month buy,love tooth brush use month buy,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}",0.6369,positive
Naveen sharma,5,10-12-2023,good,ok,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
S Z Alvi,5,22-11-2023,ideal diabetic sensitivity teeth soft effective,softness,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.7747}",0.7747,positive
Robinson.,5,19-08-2023,search local shop area type softness brushonly amason supply like use hardness brush use type soft brush strain teeth tare good easy handling brushslim soft time purchased amason line model thank,softness material,"{'neg': 0.066, 'neu': 0.791, 'pos': 0.144, 'compound': 0.6295}",0.6295,positive
Jagat,5,26-10-2023,soft good,nice brush,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
NabiSahib Y,4,05-08-2023,trust worthy,nice cleaner dependable,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7351}",0.7351,positive
Sanjay,5,26-10-2023,good,flexiblity,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Sri,5,26-09-2023,bristles good feel like normal brush,good purchase,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.6597,positive
Arun,5,26-09-2023,narrow headsmooth toothmore life,good flexi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Dilip Kumar Biswas,5,10-10-2023,value money,good,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Sushil,5,03-10-2023,good product,good quality product,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Vaishnavi Taneja,5,13-09-2023,nice quality product,amazing,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,positive
Aathith,4,27-05-2023,good soft better breshing experience,good use,"{'neg': 0.0, 'neu': 0.341, 'pos': 0.659, 'compound': 0.7003}",0.7003,positive
Arka Baleno,5,05-09-2023,soft thin penetrative,great cleaning teeth,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Lakshmi l,5,12-08-2023,soft bristles durability less effective whitening teeth,soft effective,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.5765}",0.5765,positive
Rajesh Premani,5,07-08-2023,product quality good delivers good value promised price reasonable worth buy,comfortable value money easy gums,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.891}",0.891,positive
Chitra,5,08-08-2023,smooth comfortable use feel soft,smooth comfortable,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.5106}",0.5106,positive
Babu,4,31-03-2023,nan,super soft comfort,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Utsav Mewada,4,16-11-2022,good product specialist deep gum cleaning deep corner cleaning really soft sharp not suitable soft gums,good product compare soft claiming brushes,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,positive
Dippu Narzary,5,29-07-2023,expected,good plagues,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Placeholder,4,13-01-2023,light weight soft,best,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Biplab Patra,4,30-12-2022,nan,good product softness,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Ritesh Kumar,2,26-09-2023,not durable,durability,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Davendra Singh Rathore,5,15-05-2023,soft best sensitive teeth,best quality,"{'neg': 0.0, 'neu': 0.528, 'pos': 0.472, 'compound': 0.6682}",0.6682,positive
khurshid alam,1,24-10-2023,really love use product today received almost deforme product almost ruin hope delivery guy take rupees compulsory charge tell buy prepaid suggest buy offline ignorance handling product behaviour delivery guy,received badderformed product,"{'neg': 0.146, 'neu': 0.762, 'pos': 0.093, 'compound': -0.5513}",-0.5513,negative
Anil Rajath Naik,5,20-06-2022,use brush like lifetime love affair tried switch bamboo brushes environmental reasons brush doesn suit leading bleeding issues crooked teeth brush like magic,life time commitment,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.765}",0.765,positive
Sushma allaboina,5,21-12-2022,use past years never buy toothbrush use bristles soft gums sturdy remove plaque,soft strong bristles,"{'neg': 0.0, 'neu': 0.928, 'pos': 0.072, 'compound': 0.2732}",0.2732,positive
Souvagya Behera,5,08-04-2023,good,brush,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Ankit,3,20-01-2023,good product,good,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
lopamudra mohapatra,4,12-08-2022,soft comfortable,brush forever ie till teeth fall,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106,positive
Detective motors,5,16-03-2023,media not loaded better brush medium size mouthmuch softe,soft small,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Imran,5,04-01-2023,brussels soft gentle gums,awesome,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,positive
Prosenjit Karmakar,5,05-02-2023,excellent,excellent,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
Rajesh Kumar R,5,18-01-2023,good product value money,good product,"{'neg': 0.0, 'neu': 0.43, 'pos': 0.57, 'compound': 0.6486}",0.6486,positive
Sumit Pal,5,08-01-2023,best quality product,best quality product,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}",0.6369,positive
M A KHAN,5,29-12-2022,perfect tooth brush,great product,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,positive
Nitin Sonar,5,27-07-2022,best tooth brush soft brussel use product many years satisfied,tested tooth brush,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.807}",0.807,positive
Ashutosh Mishra,5,11-12-2022,nice product,soft bristles,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
Placeholder,5,27-12-2022,highly recommended,nan,"{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.2716}",0.2716,positive
Shiv Shankar Ash,3,05-02-2020,use kind brushes years use expensive first buy offers price halved made pack total brushes stock buy didn good deal spend rs meh not happy try buy pack brushes totalhope review helpful,ok purchase,"{'neg': 0.095, 'neu': 0.864, 'pos': 0.041, 'compound': -0.5935}",-0.5935,negative
Mr P,5,28-07-2022,toothpaste use past years satisfied,toothpaste use past years,"{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.4215}",0.4215,positive
DR GULIA,4,24-03-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
vinod das,5,18-11-2022,bristle model,softness,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
VADALI VENKATA LAKSHMI,5,04-11-2022,good,okay,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404,positive
Regular Guy,5,12-02-2020,buy itwas instructed dentist softer brushwhy like itthe handle bit flex comfortable bristles soft color bristles fade time good indicator change itwill buy againof course,soft bristles flex handle,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.8602}",0.8602,positive
Prasanna Moholkar,4,08-06-2020,softness good whose teeth gum sensative recommand brush also small size ideal children adult alsofor plaque need press somewhat regular brush,nice sensative teeth gum,"{'neg': 0.03, 'neu': 0.797, 'pos': 0.173, 'compound': 0.7346}",0.7346,positive
Ritika Kodan,4,05-01-2022,nan,good,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Amazon Customer,3,07-09-2022,nice product,nice product,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.4215,positive
arjun,2,30-03-2023,ok,ok,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.296,positive
Arivudai Nambi M,4,01-01-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Nishant,5,23-10-2022,excellent,excellent,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5719}",0.5719,positive
Sagar,3,02-08-2022,wares fast,cheap quality,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Saddam Hossain,5,28-07-2022,price thoda kam ho chakta,nice,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Santosh Kumar,5,29-08-2022,value money exellent,value money exellent,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.34}",0.34,positive
Dr.Jashabanta kumar kumuti,5,29-01-2020,kindly post unnecessary things misguide peoplegot pack nos x genuine product described colgate slim soft charcoal brush use yrs favourite toostrictly recommend brush local market amazonfull,happy pack x genuine product,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.6908}",0.6908,positive
Vishal,5,16-09-2022,value money,soft comfortable brushing,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
upasna gupta,5,11-03-2020,brushes affordable price brush quality superb best want soft bristles n plaque problems cz reaches corner mouth n teeth love soft neck crowded teeth n brush recommended dentist n completely satisfied,best brush use till now,"{'neg': 0.038, 'neu': 0.672, 'pos': 0.29, 'compound': 0.9516}",0.9516,positive
Gurveer,5,04-05-2022,good quality product use years,nan,"{'neg': 0.0, 'neu': 0.715, 'pos': 0.285, 'compound': 0.4927}",0.4927,positive
SHASHI BHUSHAN KUMAR,5,05-09-2022,good toothbrush,soft,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Ajit Kumar Sanghi,5,24-03-2022,likeable toothbrush soft touch touching indeed,long lasting nice item,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}",0.4588,positive
MANAS BHATTACHARJEE,5,25-08-2022,good,good,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Sushil sahani,5,06-09-2022,comfortable,comfortable tooth brush,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,positive
Jyotsna,5,06-02-2020,toothbrush awesome slim reach deep inside earlier toothbrush not reach also soft give feel massage gums handle provides strong grip plus value money,slim soft,"{'neg': 0.021, 'neu': 0.77, 'pos': 0.21, 'compound': 0.8698}",0.8698,positive
Anupriya singh,5,20-12-2021,love brush its super soft easy uour,ultra soft bristles,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.9061}",0.9061,positive
Rambir,3,10-11-2021,nice smooth,good,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,positive
Nikhil,5,04-01-2022,good money,,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.4927}",0.4927,positive
Placeholder,5,29-08-2021,love product value money buy,love,"{'neg': 0.0, 'neu': 0.527, 'pos': 0.473, 'compound': 0.8715}",0.8715,positive
Shashwat,3,24-07-2021,not tongue cleaner,soft tongue cleaner,"{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.1326}",-0.1326,negative
Ravi Singh,5,01-09-2021,want gum strong start use brush,start use brush right,"{'neg': 0.0, 'neu': 0.662, 'pos': 0.338, 'compound': 0.5574}",0.5574,positive
Amit Kulkarni,5,18-02-2022,soft toothbrush,time delivery,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Manish Kumar Yadav,4,04-03-2020,nice item softness good,also good children,"{'neg': 0.0, 'neu': 0.551, 'pos': 0.449, 'compound': 0.6908}",0.6908,positive
Awasing,4,29-07-2020,best toothbrush,awesome,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",0.6369,positive
Supriya Rege,4,05-06-2020,like soft,soft,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,positive
Avinash yadav,4,22-05-2020,little bit harder best deal,best deal,"{'neg': 0.0, 'neu': 0.463, 'pos': 0.537, 'compound': 0.7783}",0.7783,positive
Abhijit wakode,3,28-05-2020,not indicate whether brush man child actually brush helpfull children,helpfull children,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Dr. Ram Kishor,5,28-12-2021,like,best quality product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3612}",0.3612,positive
Shahab Mohammad,4,06-07-2020,not soft,not soft,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Gamerock Guri,5,28-01-2022,media not loaded softness comfort w,useful product,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}",0.3612,positive
Pinky kumari,5,08-07-2020,brush osm soft price also good buy product doubt,excellent,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.6136}",0.6136,positive
arnab Saha,4,03-07-2020,value money,value money product,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.34}",0.34,positive
Arnoy Banik,4,20-06-2020,brilliant tooth brush,good,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.5859}",0.5859,positive
paul rai,5,11-12-2023,best toothbrush top tooth researcher know effect safety tooth brushing,best,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.8316}",0.8316,positive
sumit kumar,4,23-06-2020,nice,nice product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.4215,positive
Kanika Bhatti,5,12-10-2021,soft,worth cost,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
J L,5,08-03-2020,favourite toothbrush since long time know time change bristle tips lighter colour,favourite,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
Suresh,5,24-11-2023,freshness good oral hygiene,good paste,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,positive
Mohd sahil,4,17-02-2024,quality good freshness germs cleaning better,cheap sale,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.7003}",0.7003,positive
bhupendra prasad sinha,5,10-02-2024,quick delivery scheduled time price quantities good,original colgate past,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.5777}",0.5777,positive
Rohinton,5,23-12-2023,good,good product,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,positive
Harihar Nayak,5,09-01-2024,best market price,good,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,positive
jitender kumar,4,16-01-2024,good toothpaste suggest colgate sensitive contains less harmful chemicals varient,good always,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.2382}",0.2382,positive
Amazon Customer,5,11-01-2024,good cavity effective,favorite,"{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.7184}",0.7184,positive
DEBANGSHU Sarkar,3,06-08-2023,toothpaste like another normal colgate toothpaste specialty doesn remove bad breaths,normal,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.6542}",0.6542,positive
MANIRUZZAMAN,5,28-01-2024,good toothpaste,satisfied,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,positive
Achintya Ghosh,5,20-01-2024,faster delivery good product,faster delivery good product,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,positive
Murali Gopal Vakkala,4,05-12-2023,cost less g pack,cost high,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,neutral
R S,4,15-10-2023,colgate total always better standard higher cost need take little bit brush effective us past many years clean feel less tooth issues standard product,sligthly higher cost worth,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.8996}",0.8996,positive
